threshold,f1,tp,fp,fn,splits,merges,inaccurate_masks,val
0.65,0.5833333333211806,14,4,0,0,0,16,17
0.7,0.2999999999925,6,4,0,0,0,24,17
0.75,0.2105263157839335,4,4,0,0,0,26,17
0.8,0.0571428571412244,1,4,0,0,0,29,17
0.85,0.0,0,4,0,0,0,30,17
0.9,0.0,0,4,0,0,0,30,17
0.5,0.771929824547861,22,4,1,0,0,8,17
0.55,0.7272727272595042,20,4,1,0,0,10,17
0.6,0.679245283006052,18,4,1,0,0,12,17
0.65,0.5106382978614759,12,4,1,0,0,18,17
0.7,0.3333333333253968,7,4,1,0,0,23,17
0.75,0.1578947368379501,3,4,1,0,0,27,17
0.8,0.0,0,4,1,0,0,30,17
0.85,0.0,0,4,1,0,0,30,17
0.9,0.0,0,4,1,0,0,30,17
0.5,0.807017543845491,23,4,0,0,0,7,17
0.55,0.6666666666535949,17,4,0,0,0,13,17
0.6,0.5833333333211806,14,4,0,0,0,16,17
0.65,0.4186046511530557,9,4,0,0,0,21,17
0.7,0.341463414625818,7,4,0,0,0,23,17
0.75,0.2999999999925,6,4,0,0,0,24,17
0.8,0.2105263157839335,4,4,0,0,0,26,17
0.85,0.1621621621577794,3,4,0,0,0,27,17
0.9,0.0571428571412244,1,4,0,0,0,29,17
0.5,0.8474576271042804,25,2,1,0,0,6,17
0.55,0.807017543845491,23,2,1,0,0,8,17
0.6,0.6399999999872,16,2,1,0,0,15,17
0.65,0.5217391304234404,12,2,1,0,0,19,17
0.7,0.4186046511530557,9,2,1,0,0,22,17
0.75,0.1621621621577794,3,2,1,0,0,28,17
0.8,0.0571428571412244,1,2,1,0,0,30,17
0.85,0.0571428571412244,1,2,1,0,0,30,17
0.9,0.0,0,2,1,0,0,31,17
0.5,0.8620689655023782,25,2,1,0,0,5,17
0.55,0.7547169811178356,20,2,1,0,0,10,17
0.6,0.6530612244764682,16,2,1,0,0,14,17
0.65,0.4999999999886364,11,2,1,0,0,19,17
0.7,0.166666666662037,3,2,1,0,0,27,17
0.75,0.0,0,2,1,0,0,30,17
0.8,0.0,0,2,1,0,0,30,17
0.85,0.0,0,2,1,0,0,30,17
0.9,0.0,0,2,1,0,0,30,17
0.5,0.7058823529273357,18,3,3,0,0,9,17
0.55,0.6249999999869792,15,3,3,0,0,12,17
0.6,0.5957446808383885,14,3,3,0,0,13,17
0.65,0.4285714285612245,9,3,3,0,0,18,17
0.7,0.3076923076844182,6,3,3,0,0,21,17
0.75,0.2162162162103725,4,3,3,0,0,23,17
0.8,0.166666666662037,3,3,3,0,0,24,17
0.85,0.1142857142824489,2,3,3,0,0,25,17
0.9,0.0588235294100346,1,3,3,0,0,26,17
0.5,0.8148148147997257,22,3,1,0,1,6,17
0.55,0.7199999999856,18,3,1,0,1,10,17
0.6,0.6666666666527779,16,3,1,0,1,12,17
0.65,0.6382978723268448,15,3,1,0,1,13,17
0.7,0.4761904761791383,10,3,1,0,1,18,17
0.75,0.1714285714236735,3,3,1,0,1,25,17
0.8,0.1176470588200692,2,3,1,0,1,26,17
0.85,0.060606060604224,1,3,1,0,1,27,17
0.9,0.0,0,3,1,0,1,28,17
0.5,0.7499999999866072,21,2,2,0,0,10,17
0.55,0.679245283006052,18,2,2,0,0,13,17
0.6,0.5714285714169096,14,2,2,0,0,17,17
0.65,0.4444444444345679,10,2,2,0,0,21,17
0.7,0.4444444444345679,10,2,2,0,0,21,17
0.75,0.1578947368379501,3,2,2,0,0,28,17
0.8,0.0555555555540123,1,2,2,0,0,30,17
0.85,0.0,0,2,2,0,0,31,17
0.9,0.0,0,2,2,0,0,31,17
0.5,0.8620689655023782,25,2,1,0,0,5,17
0.55,0.7777777777633745,21,2,1,0,0,9,17
0.6,0.7307692307551775,19,2,1,0,0,11,17
0.65,0.5652173912920605,13,2,1,0,0,17,17
0.7,0.34999999999125,7,2,1,0,0,23,17
0.75,0.166666666662037,3,2,1,0,0,27,17
0.8,0.1142857142824489,2,2,1,0,0,28,17
0.85,0.0,0,2,1,0,0,30,17
0.9,0.0,0,2,1,0,0,30,17
0.5,0.7636363636224794,21,1,1,0,0,11,17
0.55,0.7636363636224794,21,1,1,0,0,11,17
0.6,0.6399999999872,16,1,1,0,0,16,17
0.65,0.5531914893499321,13,1,1,0,0,19,17
0.7,0.4186046511530557,9,1,1,0,0,23,17
0.75,0.2564102564036818,5,1,1,0,0,27,17
0.8,0.1621621621577794,3,1,1,0,0,29,17
0.85,0.0,0,1,1,0,0,32,17
0.9,0.0,0,1,1,0,0,32,17
0.5,0.807017543845491,23,2,2,0,0,7,17
0.55,0.7407407407270233,20,2,2,0,0,10,17
0.6,0.6923076922943787,18,2,2,0,0,12,17
0.65,0.6399999999872,16,2,2,0,0,14,17
0.7,0.4888888888780247,11,2,2,0,0,19,17
0.75,0.341463414625818,7,2,2,0,0,23,17
0.8,0.1111111111080247,2,2,2,0,0,28,17
0.85,0.0571428571412244,1,2,2,0,0,29,17
0.9,0.0571428571412244,1,2,2,0,0,29,17
0.5,0.8666666666522223,26,2,1,0,0,5,17
0.55,0.7169811320619438,19,2,1,0,0,12,17
0.6,0.5833333333211806,14,2,1,0,0,17,17
0.65,0.5531914893499321,13,2,1,0,0,18,17
0.7,0.454545454535124,10,2,1,0,0,21,17
0.75,0.2999999999925,6,2,1,0,0,25,17
0.8,0.2105263157839335,4,2,1,0,0,27,17
0.85,0.0571428571412244,1,2,1,0,0,30,17
0.9,0.0,0,2,1,0,0,31,17
0.5,0.8421052631431211,24,2,1,0,1,6,17
0.55,0.7307692307551775,19,2,1,0,1,11,17
0.6,0.6249999999869792,15,2,1,0,1,15,17
0.65,0.4999999999886364,11,2,1,0,1,19,17
0.7,0.2631578947299169,5,2,1,0,1,25,17
0.75,0.1142857142824489,2,2,1,0,1,28,17
0.8,0.0588235294100346,1,2,1,0,1,29,17
0.85,0.0,0,2,1,0,1,30,17
0.9,0.0,0,2,1,0,1,30,17
0.5,0.8813559321884517,26,2,0,0,0,5,17
0.55,0.7547169811178356,20,2,0,0,0,11,17
0.6,0.7547169811178356,20,2,0,0,0,11,17
0.65,0.5652173912920605,13,2,0,0,0,18,17
0.7,0.4285714285612245,9,2,0,0,0,22,17
0.75,0.2631578947299169,5,2,0,0,0,26,17
0.8,0.2162162162103725,4,2,0,0,0,27,17
0.85,0.0588235294100346,1,2,0,0,0,30,17
0.9,0.0,0,2,0,0,0,31,17
0.5,0.8421052631431211,24,1,1,0,0,7,17
0.55,0.7547169811178356,20,1,1,0,0,11,17
0.6,0.6799999999864,17,1,1,0,0,14,17
0.65,0.5957446808383885,14,1,1,0,0,17,17
0.7,0.34999999999125,7,1,1,0,0,24,17
0.75,0.2631578947299169,5,1,1,0,0,26,17
0.8,0.166666666662037,3,1,1,0,0,28,17
0.85,0.1142857142824489,2,1,1,0,0,29,17
0.9,0.0,0,1,1,0,0,31,17
0.5,0.807017543845491,23,2,1,0,0,8,17
0.55,0.7169811320619438,19,2,1,0,0,12,17
0.6,0.5833333333211806,14,2,1,0,0,17,17
0.65,0.5217391304234404,12,2,1,0,0,19,17
0.7,0.454545454535124,10,2,1,0,0,21,17
0.75,0.341463414625818,7,2,1,0,0,24,17
0.8,0.1621621621577794,3,2,1,0,0,28,17
0.85,0.0,0,2,1,0,0,31,17
0.9,0.0,0,2,1,0,0,31,17
0.5,0.7636363636224794,21,5,0,0,0,8,17
0.55,0.7169811320619438,19,5,0,0,0,10,17
0.6,0.6122448979466889,15,5,0,0,0,14,17
0.65,0.6122448979466889,15,5,0,0,0,14,17
0.7,0.3809523809433107,8,5,0,0,0,21,17
0.75,0.0571428571412244,1,5,0,0,0,28,17
0.8,0.0,0,5,0,0,0,29,17
0.85,0.0,0,5,0,0,0,29,17
0.9,0.0,0,5,0,0,0,29,17
0.5,0.7777777777633745,21,3,0,0,0,9,17
0.55,0.7777777777633745,21,3,0,0,0,9,17
0.6,0.5957446808383885,14,3,0,0,0,16,17
0.65,0.4651162790589508,10,3,0,0,0,20,17
0.7,0.3902439024295063,8,3,0,0,0,22,17
0.75,0.2162162162103725,4,3,0,0,0,26,17
0.8,0.0588235294100346,1,3,0,0,0,29,17
0.85,0.0588235294100346,1,3,0,0,0,29,17
0.9,0.0,0,3,0,0,0,30,17
0.5,0.8965517241224733,26,1,0,0,0,5,17
0.55,0.8771929824407511,25,1,0,0,0,6,17
0.6,0.7199999999856,18,1,0,0,0,13,17
0.65,0.5777777777649383,13,1,0,0,0,18,17
0.7,0.3589743589651545,7,1,0,0,0,24,17
0.75,0.2702702702629657,5,1,0,0,0,26,17
0.8,0.1176470588200692,2,1,0,0,0,29,17
0.85,0.0,0,1,0,0,0,31,17
0.9,0.0,0,1,0,0,0,31,17
0.5,0.8148148147997257,22,2,1,0,0,7,17
0.55,0.7450980392010765,19,2,1,0,0,10,17
0.6,0.6938775510062475,17,2,1,0,0,12,17
0.65,0.5454545454421488,12,2,1,0,0,17,17
0.7,0.511627906964846,11,2,1,0,0,18,17
0.75,0.2702702702629657,5,2,1,0,0,24,17
0.8,0.1714285714236735,3,2,1,0,0,26,17
0.85,0.0,0,2,1,0,0,29,17
0.9,0.0,0,2,1,0,0,29,17
0.5,0.7692307692159763,20,1,0,0,0,11,17
0.55,0.6666666666527779,16,1,0,0,0,15,17
0.6,0.5777777777649383,13,1,0,0,0,18,17
0.65,0.511627906964846,11,1,0,0,0,20,17
0.7,0.3589743589651545,7,1,0,0,0,24,17
0.75,0.2222222222160494,4,1,0,0,0,27,17
0.8,0.1176470588200692,2,1,0,0,0,29,17
0.85,0.060606060604224,1,1,0,0,0,30,17
0.9,0.0,0,1,0,0,0,31,17
0.5,0.7857142857002551,22,2,1,0,0,9,17
0.55,0.7636363636224794,21,2,1,0,0,10,17
0.6,0.6382978723268448,15,2,1,0,1,14,17
0.65,0.4761904761791383,10,2,1,0,1,19,17
0.7,0.39999999999,8,2,1,0,1,21,17
0.75,0.2222222222160494,4,2,1,0,1,25,17
0.8,0.2222222222160494,4,2,1,0,1,25,17
0.85,0.060606060604224,1,2,1,0,1,28,17
0.9,0.0,0,2,1,0,1,29,17
0.5,0.7777777777633745,21,2,2,0,0,8,17
0.55,0.7058823529273357,18,2,2,0,0,11,17
0.6,0.5957446808383885,14,2,2,0,0,15,17
0.65,0.4999999999886364,11,2,2,0,0,18,17
0.7,0.4285714285612245,9,2,2,0,0,20,17
0.75,0.2162162162103725,4,2,2,0,0,25,17
0.8,0.0588235294100346,1,2,2,0,0,28,17
0.85,0.0,0,2,2,0,0,29,17
0.9,0.0,0,2,2,0,0,29,17
0.5,0.8666666666522223,26,4,1,1,0,3,17
0.55,0.7857142857002551,22,4,1,1,0,7,17
0.6,0.7169811320619438,19,4,1,1,0,10,17
0.65,0.5833333333211806,14,4,1,1,0,15,17
0.7,0.4186046511530557,9,4,1,1,0,20,17
0.75,0.1621621621577794,3,4,1,1,0,26,17
0.8,0.1621621621577794,3,4,1,1,0,26,17
0.85,0.0,0,4,1,1,0,29,17
0.9,0.0,0,4,1,1,0,29,17
0.5,0.807017543845491,23,3,0,0,0,8,17
0.55,0.7636363636224794,21,3,0,0,0,10,17
0.6,0.6923076922943787,18,3,0,0,0,13,17
0.65,0.4888888888780247,11,3,0,0,0,20,17
0.7,0.3809523809433107,8,3,0,0,0,23,17
0.75,0.2105263157839335,4,3,0,0,0,27,17
0.8,0.1111111111080247,2,3,0,0,0,29,17
0.85,0.0571428571412244,1,3,0,0,0,30,17
0.9,0.0,0,3,0,0,0,31,17
0.5,0.771929824547861,22,4,0,0,0,9,17
0.55,0.7037037036906721,19,4,0,0,0,12,17
0.6,0.599999999988,15,4,0,0,0,16,17
0.65,0.4782608695548204,11,4,0,0,0,20,17
0.7,0.24999999999375,5,4,0,0,0,26,17
0.75,0.1081081081051862,2,4,0,0,0,29,17
0.8,0.1081081081051862,2,4,0,0,0,29,17
0.85,0.1081081081051862,2,4,0,0,0,29,17
0.9,0.0,0,4,0,0,0,31,17
0.5,0.7999999999854546,22,4,0,0,0,7,17
0.55,0.7307692307551775,19,4,0,0,0,10,17
0.6,0.4999999999886364,11,4,0,0,0,18,17
0.65,0.4285714285612245,9,4,0,0,0,20,17
0.7,0.2162162162103725,4,4,0,0,0,25,17
0.75,0.0588235294100346,1,4,0,0,0,28,17
0.8,0.0588235294100346,1,4,0,0,0,28,17
0.85,0.0588235294100346,1,4,0,0,0,28,17
0.9,0.0,0,4,0,0,0,29,17
0.5,0.8076923076767752,21,2,0,0,0,8,17
0.55,0.7599999999848001,19,2,0,0,0,10,17
0.6,0.6222222222083951,14,2,0,0,0,15,17
0.65,0.4878048780368828,10,2,0,0,0,19,17
0.7,0.3684210526218837,7,2,0,0,0,22,17
0.75,0.3243243243155588,6,2,0,0,0,23,17
0.8,0.1764705882301038,3,2,0,0,0,26,17
0.85,0.0624999999980468,1,2,0,0,0,28,17
0.9,0.0,0,2,0,0,0,29,17
0.5,0.7857142857002551,22,4,1,0,0,7,17
0.55,0.7636363636224794,21,4,1,0,0,8,17
0.6,0.6923076922943787,18,4,1,0,0,11,17
0.65,0.4888888888780247,11,4,1,0,0,18,17
0.7,0.2999999999925,6,4,1,0,0,23,17
0.75,0.1621621621577794,3,4,1,0,0,26,17
0.8,0.0571428571412244,1,4,1,0,0,28,17
0.85,0.0571428571412244,1,4,1,0,0,28,17
0.9,0.0571428571412244,1,4,1,0,0,28,17
0.5,0.7777777777633745,21,4,2,0,0,6,17
0.55,0.6530612244764682,16,4,2,0,0,11,17
0.6,0.5652173912920605,13,4,2,0,0,14,17
0.65,0.4651162790589508,10,4,2,0,0,17,17
0.7,0.34999999999125,7,4,2,0,0,20,17
0.75,0.166666666662037,3,4,2,0,0,24,17
0.8,0.166666666662037,3,4,2,0,0,24,17
0.85,0.1142857142824489,2,4,2,0,0,25,17
0.9,0.0,0,4,2,0,0,27,17
0.5,0.7450980392010765,19,2,0,0,0,11,17
0.55,0.6666666666527779,16,2,0,0,0,14,17
0.6,0.4761904761791383,10,2,0,0,0,20,17
0.65,0.39999999999,8,2,0,0,0,22,17
0.7,0.2222222222160494,4,2,0,0,0,26,17
0.75,0.1176470588200692,2,2,0,0,0,28,17
0.8,0.060606060604224,1,2,0,0,0,29,17
0.85,0.0,0,2,0,0,0,30,17
0.9,0.0,0,2,0,0,0,30,17
0.5,0.8363636363484298,23,3,1,0,0,5,17
0.55,0.7199999999856,18,3,1,0,0,10,17
0.6,0.6666666666527779,16,3,1,0,0,12,17
0.65,0.5777777777649383,13,3,1,0,0,15,17
0.7,0.3589743589651545,7,3,1,0,0,21,17
0.75,0.2222222222160494,4,3,1,0,0,24,17
0.8,0.1176470588200692,2,3,1,0,0,26,17
0.85,0.0,0,3,1,0,0,28,17
0.9,0.0,0,3,1,0,0,28,17
0.5,0.6666666664444444,1,1,0,0,0,0,17
0.55,0.6666666664444444,1,1,0,0,0,0,17
0.6,0.6666666664444444,1,1,0,0,0,0,17
0.65,0.0,0,1,0,0,0,1,17
0.7,0.0,0,1,0,0,0,1,17
0.75,0.0,0,1,0,0,0,1,17
0.8,0.0,0,1,0,0,0,1,17
0.85,0.0,0,1,0,0,0,1,17
0.9,0.0,0,1,0,0,0,1,17
0.5,0.6666666664444444,1,1,0,0,0,0,17
0.55,0.6666666664444444,1,1,0,0,0,0,17
0.6,0.6666666664444444,1,1,0,0,0,0,17
0.65,0.6666666664444444,1,1,0,0,0,0,17
0.7,0.0,0,1,0,0,0,1,17
0.75,0.0,0,1,0,0,0,1,17
0.8,0.0,0,1,0,0,0,1,17
0.85,0.0,0,1,0,0,0,1,17
0.9,0.0,0,1,0,0,0,1,17
0.5,0.6666666664444444,1,1,0,0,0,0,17
0.55,0.6666666664444444,1,1,0,0,0,0,17
0.6,0.6666666664444444,1,1,0,0,0,0,17
0.65,0.6666666664444444,1,1,0,0,0,0,17
0.7,0.6666666664444444,1,1,0,0,0,0,17
0.75,0.0,0,1,0,0,0,1,17
0.8,0.0,0,1,0,0,0,1,17
0.85,0.0,0,1,0,0,0,1,17
0.9,0.0,0,1,0,0,0,1,17
0.5,0.6666666664444444,1,1,0,0,0,0,17
0.55,0.6666666664444444,1,1,0,0,0,0,17
0.6,0.6666666664444444,1,1,0,0,0,0,17
0.65,0.6666666664444444,1,1,0,0,0,0,17
0.7,0.0,0,1,0,0,0,1,17
0.75,0.0,0,1,0,0,0,1,17
0.8,0.0,0,1,0,0,0,1,17
0.85,0.0,0,1,0,0,0,1,17
0.9,0.0,0,1,0,0,0,1,17
0.5,0.6666666664444444,1,1,0,0,0,0,17
0.55,0.6666666664444444,1,1,0,0,0,0,17
0.6,0.6666666664444444,1,1,0,0,0,0,17
0.65,0.0,0,1,0,0,0,1,17
0.7,0.0,0,1,0,0,0,1,17
0.75,0.0,0,1,0,0,0,1,17
0.8,0.0,0,1,0,0,0,1,17
0.85,0.0,0,1,0,0,0,1,17
0.9,0.0,0,1,0,0,0,1,17
0.5,0.6666666664444444,1,1,0,0,0,0,17
0.55,0.6666666664444444,1,1,0,0,0,0,17
0.6,0.6666666664444444,1,1,0,0,0,0,17
0.65,0.6666666664444444,1,1,0,0,0,0,17
0.7,0.6666666664444444,1,1,0,0,0,0,17
0.75,0.0,0,1,0,0,0,1,17
0.8,0.0,0,1,0,0,0,1,17
0.85,0.0,0,1,0,0,0,1,17
0.9,0.0,0,1,0,0,0,1,17
0.5,0.6666666664444444,1,1,0,0,0,0,17
0.55,0.6666666664444444,1,1,0,0,0,0,17
0.6,0.6666666664444444,1,1,0,0,0,0,17
0.65,0.6666666664444444,1,1,0,0,0,0,17
0.7,0.0,0,1,0,0,0,1,17
0.75,0.0,0,1,0,0,0,1,17
0.8,0.0,0,1,0,0,0,1,17
0.85,0.0,0,1,0,0,0,1,17
0.9,0.0,0,1,0,0,0,1,17
0.5,0.6666666664444444,1,1,0,0,0,0,17
0.55,0.6666666664444444,1,1,0,0,0,0,17
0.6,0.0,0,1,0,0,0,1,17
0.65,0.0,0,1,0,0,0,1,17
0.7,0.0,0,1,0,0,0,1,17
0.75,0.0,0,1,0,0,0,1,17
0.8,0.0,0,1,0,0,0,1,17
0.85,0.0,0,1,0,0,0,1,17
0.9,0.0,0,1,0,0,0,1,17
0.5,0.9999999995,1,0,0,0,0,0,17
0.55,0.9999999995,1,0,0,0,0,0,17
0.6,0.9999999995,1,0,0,0,0,0,17
0.65,0.9999999995,1,0,0,0,0,0,17
0.7,0.9999999995,1,0,0,0,0,0,17
0.75,0.9999999995,1,0,0,0,0,0,17
0.8,0.9999999995,1,0,0,0,0,0,17
0.85,0.0,0,0,0,0,0,1,17
0.9,0.0,0,0,0,0,0,1,17
0.5,0.9999999995,1,0,0,0,0,0,17
