threshold,f1,tp,fp,fn,merges,splits,val
0.7,0.4255319148845632,10,14,13,0,0,17
0.75,0.2553191489307379,6,18,17,0,0,17
0.8,0.1276595744653689,3,21,20,0,0,17
0.85,0.0851063829769126,2,22,21,0,0,17
0.9,0.0,0,24,23,0,0,17
0.5,0.8510638297691263,20,4,3,0,0,17
0.55,0.8510638297691263,20,4,3,0,0,17
0.6,0.8510638297691263,20,4,3,0,0,17
0.65,0.6808510638153011,16,8,7,0,0,17
0.7,0.5531914893499321,13,11,10,0,0,17
0.75,0.2978723404191942,7,17,16,0,0,17
0.8,0.1702127659538252,4,20,19,0,0,17
0.85,0.0425531914884563,1,23,22,0,0,17
0.9,0.0425531914884563,1,23,22,0,0,17
0.5,0.7659574467922138,18,6,5,0,0,17
0.55,0.7234042553037574,17,7,6,0,0,17
0.6,0.6808510638153011,16,8,7,0,0,17
0.65,0.5531914893499321,13,11,10,0,0,17
0.7,0.4680851063730195,11,13,12,0,0,17
0.75,0.4255319148845632,10,14,13,0,0,17
0.8,0.2553191489307379,6,18,17,0,0,17
0.85,0.1276595744653689,3,21,20,0,0,17
0.9,0.0,0,24,23,0,0,17
0.5,0.8936170212575827,21,3,2,0,0,17
0.55,0.8510638297691263,20,4,3,0,0,17
0.6,0.7234042553037574,17,7,6,0,0,17
0.65,0.4680851063730195,11,13,12,0,0,17
0.7,0.4255319148845632,10,14,13,0,0,17
0.75,0.2553191489307379,6,18,17,0,0,17
0.8,0.0851063829769126,2,22,21,0,0,17
0.85,0.0,0,24,23,0,0,17
0.9,0.0,0,24,23,0,0,17
0.5,0.8510638297691263,20,4,3,0,0,17
0.55,0.7659574467922138,18,6,5,0,0,17
0.6,0.6382978723268448,15,9,8,0,0,17
0.65,0.5106382978614759,12,12,11,0,0,17
0.7,0.3404255319076505,8,16,15,0,0,17
0.75,0.2978723404191942,7,17,16,0,0,17
0.8,0.0851063829769126,2,22,21,0,0,17
0.85,0.0425531914884563,1,23,22,0,0,17
0.9,0.0,0,24,23,0,0,17
0.5,0.8510638297691263,20,4,3,0,0,17
0.55,0.80851063828067,19,5,4,0,0,17
0.6,0.80851063828067,19,5,4,0,0,17
0.65,0.6808510638153011,16,8,7,0,0,17
0.7,0.4255319148845632,10,14,13,0,0,17
0.75,0.1702127659538252,4,20,19,0,0,17
0.8,0.0425531914884563,1,23,22,0,0,17
0.85,0.0,0,24,23,0,0,17
0.9,0.0,0,24,23,0,0,17
0.5,0.80851063828067,19,5,4,0,0,17
0.55,0.80851063828067,19,5,4,0,0,17
0.6,0.7234042553037574,17,7,6,0,0,17
0.65,0.5531914893499321,13,11,10,0,0,17
0.7,0.4680851063730195,11,13,12,0,0,17
0.75,0.2978723404191942,7,17,16,0,0,17
0.8,0.1702127659538252,4,20,19,0,0,17
0.85,0.0851063829769126,2,22,21,0,0,17
0.9,0.0,0,24,23,0,0,17
0.5,0.6808510638153011,16,8,7,0,0,17
0.55,0.6808510638153011,16,8,7,0,0,17
0.6,0.5531914893499321,13,11,10,0,0,17
0.65,0.4255319148845632,10,14,13,0,0,17
0.7,0.3829787233961069,9,15,14,0,0,17
0.75,0.2553191489307379,6,18,17,0,0,17
0.8,0.0851063829769126,2,22,21,0,0,17
0.85,0.0425531914884563,1,23,22,0,0,17
0.9,0.0,0,24,23,0,0,17
0.5,0.7659574467922138,18,6,5,0,0,17
0.55,0.7659574467922138,18,6,5,0,0,17
0.6,0.5531914893499321,13,11,10,0,0,17
0.65,0.3829787233961069,9,15,14,0,0,17
0.7,0.2127659574422816,5,19,18,0,0,17
0.75,0.1276595744653689,3,21,20,0,0,17
0.8,0.0851063829769126,2,22,21,0,0,17
0.85,0.0851063829769126,2,22,21,0,0,17
0.9,0.0,0,24,23,0,0,17
0.5,0.8510638297691263,20,4,3,0,0,17
0.55,0.80851063828067,19,5,4,0,0,17
0.6,0.7659574467922138,18,6,5,0,0,17
0.65,0.4680851063730195,11,13,12,0,0,17
0.7,0.4255319148845632,10,14,13,0,0,17
0.75,0.2127659574422816,5,19,18,0,0,17
0.8,0.0425531914884563,1,23,22,0,0,17
0.85,0.0,0,24,23,0,0,17
0.9,0.0,0,24,23,0,0,17
0.5,0.8510638297691263,20,4,3,0,0,17
0.55,0.80851063828067,19,5,4,0,0,17
0.6,0.5106382978614759,12,12,11,0,0,17
0.65,0.3829787233961069,9,15,14,0,0,17
0.7,0.2978723404191942,7,17,16,0,0,17
0.75,0.0851063829769126,2,22,21,0,0,17
0.8,0.0425531914884563,1,23,22,0,0,17
0.85,0.0,0,24,23,0,0,17
0.9,0.0,0,24,23,0,0,17
0.5,0.8510638297691263,20,4,3,0,0,17
0.55,0.8510638297691263,20,4,3,0,0,17
0.6,0.7234042553037574,17,7,6,0,0,17
0.65,0.5957446808383885,14,10,9,0,0,17
0.7,0.5106382978614759,12,12,11,0,0,17
0.75,0.1702127659538252,4,20,19,0,0,17
0.8,0.0851063829769126,2,22,21,0,0,17
0.85,0.0425531914884563,1,23,22,0,0,17
0.9,0.0,0,24,23,0,0,17
0.5,0.7659574467922138,18,6,5,0,0,17
0.55,0.7234042553037574,17,7,6,0,0,17
0.6,0.6382978723268448,15,9,8,0,0,17
0.65,0.5957446808383885,14,10,9,0,0,17
0.7,0.4255319148845632,10,14,13,0,0,17
0.75,0.1702127659538252,4,20,19,0,0,17
0.8,0.0425531914884563,1,23,22,0,0,17
0.85,0.0425531914884563,1,23,22,0,0,17
0.9,0.0,0,24,23,0,0,17
0.5,0.7826086956351608,18,6,4,0,0,17
0.55,0.6956521738979207,16,8,6,0,0,17
0.6,0.6086956521606806,14,10,8,0,0,17
0.65,0.3913043478175804,9,15,13,0,0,17
0.7,0.2608695652117202,6,18,16,0,0,17
0.75,0.2173913043431002,5,19,17,0,0,17
0.8,0.08695652173724,2,22,20,0,0,17
0.85,0.0,0,24,22,0,0,17
0.9,0.0,0,24,22,0,0,17
0.5,0.80851063828067,19,5,4,0,0,17
0.55,0.7234042553037574,17,7,6,0,0,17
0.6,0.5957446808383885,14,10,9,0,0,17
0.65,0.4680851063730195,11,13,12,0,0,17
0.7,0.2978723404191942,7,17,16,0,0,17
0.75,0.1702127659538252,4,20,19,0,0,17
0.8,0.0851063829769126,2,22,21,0,0,17
0.85,0.0,0,24,23,0,0,17
0.9,0.0,0,24,23,0,0,17
0.5,0.8510638297691263,20,4,3,0,0,17
0.55,0.7659574467922138,18,6,5,0,0,17
0.6,0.7234042553037574,17,7,6,0,0,17
0.65,0.6808510638153011,16,8,7,0,0,17
0.7,0.5531914893499321,13,11,10,0,0,17
0.75,0.4255319148845632,10,14,13,0,0,17
0.8,0.2978723404191942,7,17,16,0,0,17
0.85,0.0425531914884563,1,23,22,0,0,17
0.9,0.0,0,24,23,0,0,17
0.5,0.8510638297691263,20,4,3,0,0,17
0.55,0.80851063828067,19,5,4,0,0,17
0.6,0.7234042553037574,17,7,6,0,0,17
0.65,0.5531914893499321,13,11,10,0,0,17
0.7,0.3829787233961069,9,15,14,0,0,17
0.75,0.2978723404191942,7,17,16,0,0,17
0.8,0.1276595744653689,3,21,20,0,0,17
0.85,0.0425531914884563,1,23,22,0,0,17
0.9,0.0425531914884563,1,23,22,0,0,17
0.5,0.7659574467922138,18,6,5,0,0,17
0.55,0.7234042553037574,17,7,6,0,0,17
0.6,0.6382978723268448,15,9,8,0,0,17
0.65,0.5957446808383885,14,10,9,0,0,17
0.7,0.4680851063730195,11,13,12,0,0,17
0.75,0.2553191489307379,6,18,17,0,0,17
0.8,0.1702127659538252,4,20,19,0,0,17
0.85,0.0425531914884563,1,23,22,0,0,17
0.9,0.0,0,24,23,0,0,17
0.5,0.8510638297691263,20,4,3,0,0,17
0.55,0.7659574467922138,18,6,5,0,0,17
0.6,0.6808510638153011,16,8,7,0,0,17
0.65,0.5531914893499321,13,11,10,0,0,17
0.7,0.3829787233961069,9,15,14,0,0,17
0.75,0.2127659574422816,5,19,18,0,0,17
0.8,0.1276595744653689,3,21,20,0,0,17
0.85,0.0425531914884563,1,23,22,0,0,17
0.9,0.0,0,24,23,0,0,17
0.5,0.8510638297691263,20,4,3,0,0,17
0.55,0.80851063828067,19,5,4,0,0,17
0.6,0.7659574467922138,18,6,5,0,0,17
0.65,0.6382978723268448,15,9,8,0,0,17
0.7,0.5106382978614759,12,12,11,0,0,17
0.75,0.2553191489307379,6,18,17,0,0,17
0.8,0.1702127659538252,4,20,19,0,0,17
0.85,0.0851063829769126,2,22,21,0,0,17
0.9,0.0,0,24,23,0,0,17
0.5,0.8510638297691263,20,4,3,0,0,17
0.55,0.8510638297691263,20,4,3,0,0,17
0.6,0.5957446808383885,14,10,9,0,0,17
0.65,0.5957446808383885,14,10,9,0,0,17
0.7,0.4680851063730195,11,13,12,0,0,17
0.75,0.2127659574422816,5,19,18,0,0,17
0.8,0.1702127659538252,4,20,19,0,0,17
0.85,0.0851063829769126,2,22,21,0,0,17
0.9,0.0,0,24,23,0,0,17
0.5,0.7659574467922138,18,6,5,0,0,17
0.55,0.6382978723268448,15,9,8,0,0,17
0.6,0.5957446808383885,14,10,9,0,0,17
0.65,0.5106382978614759,12,12,11,0,0,17
0.7,0.5106382978614759,12,12,11,0,0,17
0.75,0.2553191489307379,6,18,17,0,0,17
0.8,0.1276595744653689,3,21,20,0,0,17
0.85,0.0851063829769126,2,22,21,0,0,17
0.9,0.0,0,24,23,0,0,17
0.5,0.80851063828067,19,5,4,0,0,17
0.55,0.80851063828067,19,5,4,0,0,17
0.6,0.80851063828067,19,5,4,0,0,17
0.65,0.6382978723268448,15,9,8,0,0,17
0.7,0.3829787233961069,9,15,14,0,0,17
0.75,0.1702127659538252,4,20,19,0,0,17
0.8,0.0851063829769126,2,22,21,0,0,17
0.85,0.0425531914884563,1,23,22,0,0,17
0.9,0.0,0,24,23,0,0,17
0.5,0.8510638297691263,20,4,3,0,0,17
0.55,0.80851063828067,19,5,4,0,0,17
0.6,0.7659574467922138,18,6,5,0,0,17
0.65,0.6808510638153011,16,8,7,0,0,17
0.7,0.4680851063730195,11,13,12,0,0,17
0.75,0.3404255319076505,8,16,15,0,0,17
0.8,0.1702127659538252,4,20,19,0,0,17
0.85,0.0425531914884563,1,23,22,0,0,17
0.9,0.0,0,24,23,0,0,17
0.5,0.8510638297691263,20,4,3,0,0,17
0.55,0.80851063828067,19,5,4,0,0,17
0.6,0.6808510638153011,16,8,7,0,0,17
0.65,0.4680851063730195,11,13,12,0,0,17
0.7,0.3829787233961069,9,15,14,0,0,17
0.75,0.2127659574422816,5,19,18,0,0,17
0.8,0.0851063829769126,2,22,21,0,0,17
0.85,0.0,0,24,23,0,0,17
0.9,0.0,0,24,23,0,0,17
0.5,0.8510638297691263,20,4,3,0,0,17
0.55,0.6382978723268448,15,9,8,0,0,17
0.6,0.5531914893499321,13,11,10,0,0,17
0.65,0.5531914893499321,13,11,10,0,0,17
0.7,0.5106382978614759,12,12,11,0,0,17
0.75,0.3404255319076505,8,16,15,0,0,17
0.8,0.2553191489307379,6,18,17,0,0,17
0.85,0.0851063829769126,2,22,21,0,0,17
0.9,0.0,0,24,23,0,0,17
0.5,0.8260869565037808,19,5,3,0,0,17
0.55,0.6956521738979207,16,8,6,0,0,17
0.6,0.6086956521606806,14,10,8,0,0,17
0.65,0.5217391304234404,12,12,10,0,0,17
0.7,0.3913043478175804,9,15,13,0,0,17
0.75,0.1739130434744801,4,20,18,0,0,17
0.8,0.08695652173724,2,22,20,0,0,17
0.85,0.08695652173724,2,22,20,0,0,17
0.9,0.0,0,24,22,0,0,17
0.5,0.8510638297691263,20,4,3,0,0,17
0.55,0.7234042553037574,17,7,6,0,0,17
0.6,0.6382978723268448,15,9,8,0,0,17
0.65,0.5106382978614759,12,12,11,0,0,17
0.7,0.2978723404191942,7,17,16,0,0,17
0.75,0.2127659574422816,5,19,18,0,0,17
0.8,0.1702127659538252,4,20,19,0,0,17
0.85,0.0425531914884563,1,23,22,0,0,17
0.9,0.0,0,24,23,0,0,17
0.5,0.7234042553037574,17,7,6,0,0,17
0.55,0.7234042553037574,17,7,6,0,0,17
0.6,0.5531914893499321,13,11,10,0,0,17
0.65,0.4680851063730195,11,13,12,0,0,17
0.7,0.3404255319076505,8,16,15,0,0,17
0.75,0.1276595744653689,3,21,20,0,0,17
0.8,0.0425531914884563,1,23,22,0,0,17
0.85,0.0425531914884563,1,23,22,0,0,17
0.9,0.0,0,24,23,0,0,17
0.5,0.8749999999817709,21,3,3,0,0,17
0.55,0.7499999999843749,18,6,6,0,0,17
0.6,0.4583333333237847,11,13,13,0,0,17
0.65,0.3749999999921875,9,15,15,0,0,17
0.7,0.3333333333263889,8,16,16,0,0,17
0.75,0.3333333333263889,8,16,16,0,0,17
0.8,0.0,0,24,24,0,0,17
0.85,0.0,0,24,24,0,0,17
0.9,0.0,0,24,24,0,0,17
0.5,0.7234042553037574,17,7,6,0,0,17
0.55,0.6382978723268448,15,9,8,0,0,17
0.6,0.5531914893499321,13,11,10,0,0,17
0.65,0.4680851063730195,11,13,12,0,0,17
0.7,0.3829787233961069,9,15,14,0,0,17
0.75,0.1702127659538252,4,20,19,0,0,17
0.8,0.0851063829769126,2,22,21,0,0,17
0.85,0.0851063829769126,2,22,21,0,0,17
0.9,0.0,0,24,23,0,0,17
0.5,0.9361702127460392,22,2,1,0,0,17
0.55,0.80851063828067,19,5,4,0,0,17
0.6,0.6808510638153011,16,8,7,0,0,17
0.65,0.5531914893499321,13,11,10,0,0,17
0.7,0.2978723404191942,7,17,16,0,0,17
0.75,0.1702127659538252,4,20,19,0,0,17
0.8,0.0851063829769126,2,22,21,0,0,17
0.85,0.0,0,24,23,0,0,17
0.9,0.0,0,24,23,0,0,17
0.5,0.8510638297691263,20,4,3,0,0,17
0.55,0.7659574467922138,18,6,5,0,0,17
0.6,0.6382978723268448,15,9,8,0,0,17
0.65,0.5106382978614759,12,12,11,0,0,17
0.7,0.4680851063730195,11,13,12,0,0,17
0.75,0.3404255319076505,8,16,15,0,0,17
0.8,0.1276595744653689,3,21,20,0,0,17
0.85,0.0425531914884563,1,23,22,0,0,17
0.9,0.0,0,24,23,0,0,17
0.5,0.8333333333159723,20,4,4,0,0,17
0.55,0.8333333333159723,20,4,4,0,0,17
0.6,0.7499999999843749,18,6,6,0,0,17
0.65,0.5833333333211806,14,10,10,0,0,17
0.7,0.4166666666579861,10,14,14,0,0,17
0.75,0.3749999999921875,9,15,15,0,0,17
0.8,0.0833333333315972,2,22,22,0,0,17
0.85,0.0416666666657986,1,23,23,0,0,17
0.9,0.0,0,24,24,0,0,17
0.5,0.8749999999817709,21,3,3,0,0,17
0.55,0.7499999999843749,18,6,6,0,0,17
0.6,0.7083333333185764,17,7,7,0,0,17
0.65,0.4999999999895834,12,12,12,0,0,17
0.7,0.2916666666605903,7,17,17,0,0,17
0.75,0.208333333328993,5,19,19,0,0,17
0.8,0.1249999999973958,3,21,21,0,0,17
0.85,0.0416666666657986,1,23,23,0,0,17
0.9,0.0,0,24,24,0,0,17
0.5,0.8510638297691263,20,4,3,0,0,17
0.55,0.6808510638153011,16,8,7,0,0,17
0.6,0.6808510638153011,16,8,7,0,0,17
0.65,0.4680851063730195,11,13,12,0,0,17
0.7,0.3404255319076505,8,16,15,0,0,17
0.75,0.1276595744653689,3,21,20,0,0,17
0.8,0.1276595744653689,3,21,20,0,0,17
0.85,0.0,0,24,23,0,0,17
0.9,0.0,0,24,23,0,0,17
0.5,0.7916666666501737,19,5,5,0,0,17
0.55,0.7499999999843749,18,6,6,0,0,17
0.6,0.7083333333185764,17,7,7,0,0,17
0.65,0.6249999999869792,15,9,9,0,0,17
0.7,0.4166666666579861,10,14,14,0,0,17
0.75,0.2499999999947917,6,18,18,0,0,17
0.8,0.1249999999973958,3,21,21,0,0,17
0.85,0.0416666666657986,1,23,23,0,0,17
0.9,0.0416666666657986,1,23,23,0,0,17
0.5,0.7659574467922138,18,6,5,0,0,17
0.55,0.7234042553037574,17,7,6,0,0,17
0.6,0.6808510638153011,16,8,7,0,0,17
0.65,0.5106382978614759,12,12,11,0,0,17
0.7,0.4680851063730195,11,13,12,0,0,17
0.75,0.3829787233961069,9,15,14,0,0,17
0.8,0.2127659574422816,5,19,18,0,0,17
0.85,0.1276595744653689,3,21,20,0,0,17
0.9,0.0425531914884563,1,23,22,0,0,17
0.5,0.8333333333159723,20,4,4,0,0,17
0.55,0.7916666666501737,19,5,5,0,0,17
0.6,0.7499999999843749,18,6,6,0,0,17
0.65,0.7083333333185764,17,7,7,0,0,17
0.7,0.4583333333237847,11,13,13,0,0,17
0.75,0.3749999999921875,9,15,15,0,0,17
0.8,0.2499999999947917,6,18,18,0,0,17
0.85,0.0833333333315972,2,22,22,0,0,17
0.9,0.0,0,24,24,0,0,17
0.5,0.7916666666501737,19,5,5,0,0,17
0.55,0.7499999999843749,18,6,6,0,0,17
0.6,0.6666666666527779,16,8,8,0,0,17
0.65,0.6666666666527779,16,8,8,0,0,17
0.7,0.4166666666579861,10,14,14,0,0,17
0.75,0.3333333333263889,8,16,16,0,0,17
0.8,0.0833333333315972,2,22,22,0,0,17
0.85,0.0,0,24,24,0,0,17
0.9,0.0,0,24,24,0,0,17
0.5,0.7499999999843749,18,6,6,0,0,17
0.55,0.7499999999843749,18,6,6,0,0,17
0.6,0.7499999999843749,18,6,6,0,0,17
0.65,0.5833333333211806,14,10,10,0,0,17
0.7,0.4999999999895834,12,12,12,0,0,17
0.75,0.2916666666605903,7,17,17,0,0,17
0.8,0.1249999999973958,3,21,21,0,0,17
0.85,0.0,0,24,24,0,0,17
0.9,0.0,0,24,24,0,0,17
0.5,0.7499999999843749,18,6,6,0,0,17
0.55,0.7083333333185764,17,7,7,0,0,17
0.6,0.6249999999869792,15,9,9,0,0,17
0.65,0.4999999999895834,12,12,12,0,0,17
0.7,0.3333333333263889,8,16,16,0,0,17
0.75,0.2916666666605903,7,17,17,0,0,17
0.8,0.1666666666631944,4,20,20,0,0,17
0.85,0.0416666666657986,1,23,23,0,0,17
